sentiment,text,clean_tweet
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"OK, @apple - I guess app developers should takethis weeek off, huh? http://t.co/3w6XEgxEW4","OK, - I guess app developers should takethis weeek off, huh?"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,@OneRepublic @Apple You all are ready to go. #ColoradoLovesYou,You all are ready to go.
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,@ATTCares I want to stay with @Apple  me and @SamsungMobile don't get along,I want to stay with me and do not get along
3,"'@OneRepublic: Studio at 45,000 ft. One outlet, 4 computers. @Apple we need the batteries of the future NoW!!!! http://t.co/MjnnSFZFp5'","' Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"'OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/BYt7aabkyW'","'OneRepublic: Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,Phone just died while it was plug in. @apple what the hell?,Phone just died while it was plug in. what the hell?
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,@OneRepublic @Apple That's what I was thinking today! After nearly two years mine only lasts for four hours now :(,that is what I was thinking today! After nearly two years mine only lasts for four hours now :(
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,Now this is a nice 'Cup and Handle'   http://t.co/atwwA5CH5S   #stockcharts #FB #TWTR #AAPL,Now this is a nice 'Cup and Handle'
5,@OneRepublic @Apple #AppleAddict ! The show in Paris was Amazing !!!! Thank you guys !!!! See you soon !,! The show in Paris was Amazing !!!! Thank you guys !!!! See you soon !
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,My iPod's shuffle has taken me from @rihanna to @jeremyenigk to @KeshaRose... What's next @Apple #layitonme,My iPod's shuffle has taken me from to to what is next
3,@OneRepublic @Apple I would have never had that picture in my head of a private plane. Thanks for sharing:) x,I would have never had that picture in my head of a private plane. Thanks for sharing:) x
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"Apple Inc. price at close, December 04, 2014, is 115.4. #apple #AAPL","Apple Inc. price at close, December , , is . ."
3,Apple CEO Tim Cook comes out as gay @Apple   http://t.co/euFQQpMjj6  Via @posh360_Net,Apple CEO Tim Cook comes out as gay Via Net
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,@OneRepublic @Apple 'YOU CAN DO IT' ;),'YOU CAN DO IT' ;)
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,@Apple cofounder #Wozniak says The Famous Garage Where He Started #Apple With Steve Jobs Is 'A Myth'. http://t.co/QVPZJ24cUf,cofounder says The Famous Garage Where He Started With Steve Jobs Is 'A Myth'.
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"iPads are Changing the Way Children Learn in the Classroom http://t.co/uhk273cGLB #Education, #Tech, @Apple, @BoyneCityPS","iPads are Changing the Way Children Learn in the Classroom , , @BoyneCityPS"
3,Eddy Cue Speaks on Apple's DRM Policies in iPod Antitrust Lawsuit http://t.co/AkL5amgoqC #AAPL,Eddy Cue Speaks on Apple's DRM Policies in iPod Antitrust Lawsuit
5,@OneRepublic @Apple wow that's amazing,wow that is amazing
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,I'm really enjoying GarageBand. @apple #GarageBand,I am really enjoying GarageBand.
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,I got faith in you @Apple don't let me down. Help me help you,I got faith in you do not let me down. Help me help you
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,We're at CIOsynergy #CIOLosAngeles - giving away @apple TVs | Visit @aternityinc and @zensar http://t.co/sralpfxDkz http://t.co/dEDirtiABC,we are at CIOsynergy - giving away TVs | Visit and
3,"Our first ever #OnFoodableWeekly! Much to discuss on this episode! @apple pay, @habitburger , Fast Casual #Pizza http://t.co/bR8FfNd9Ga","Our first ever ! Much to discuss on this episode! pay, , Fast Casual"
3,"@OneRepublic @Apple Take us down and we keep trying,
Forty thousand feet, keep flying","Take us down and we keep trying, Forty thousand feet, keep flying"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"In case of accident, have you downloaded our free @Apple app yet #Winnipeg http://t.co/xFhk6vBQnl","In case of accident, have you downloaded our free app yet"
3,@OneRepublic @Apple   You haven't figured out that by now with all the flying you guys do?,You haven't figured out that by now with all the flying you guys do?
3,How to Make #Apple Special Again #aapl http://t.co/EiAP7Kmelu,How to Make Special Again
3,"RT @Republican_Priv: @OneRepublic @Apple Take us down and we keep trying,
Forty thousand feet, keep flying","RT Take us down and we keep trying, Forty thousand feet, keep flying"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,why the fuck are all my messages being sent through my email and not phone number @apple,why the fuck are all my messages being sent through my email and not phone number @apple
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"#AAPL Lawsuit: #Apple Deleted Songs From iPods Without Telling Users: According to The Guardian, Apple deleted... http://t.co/S9usqrgOAV","Lawsuit: Deleted Songs From iPods Without Telling Users: According to The Guardian, Apple deleted..."
3,"Apple Hiring Maps Engineer to Work on Improved Community Crowdsourcing, Siri/Passbook Integration http://t.co/0zAAAPH873 #AAPL","Apple Hiring Maps Engineer to Work on Improved Community Crowdsourcing, Siri/Passbook Integration"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"@w__w if @Apple and @Android @minuum customers equally important, then treat them that way. Both is key, not focusing on just one market.","if and customers equally important, then treat them that way. Both is key, not focusing on just one market."
1,Can someone @apple tell me why I now have to reset my AppleTV every other day? Interesting that there's a IR remote code to reset the box.,Can someone tell me why I now have to reset my AppleTV every other day? Interesting that there is a IR remote code to reset the box.
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,#AAPL:Apple deleted music from customers' iPods...http://t.co/ieyvCmYgaV,:Apple deleted music from customers' iPods...
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,@apple is there no way to tag a photo on iphone? I'd like to see only my cat photos #apple #ios,is there no way to tag a photo on iphone? I would like to see only my cat photos
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,".@Apple rules, .@Windows &amp; .@BillGates blow!",". rules, . &amp; . blow!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,@Apple tree who knows. Maybe the cop didn't get a cig deal.  Senseless.,tree who knows. Maybe the cop did not get a cig deal. Senseless.
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,@apple is this how you train your employees to deal with issues?? To hang up on the customer? After 15 fucking minutes of me waiting on hold,is this how you train your employees to deal with issues?? To hang up on the customer? After fucking minutes of me waiting on hold
5,@OneRepublic @Apple I spy a pair of M50s @USAudioTechnica Keep up the good work!,I spy a pair of M s Keep up the good work!
3,"#Sketchy #Rumor Claims @Apple [#Apple] Planning New 4. (#Thursday, 4 #December) http://t.co/pTG4CIZBPn","Claims [] Planning New . (, )"
3,"#IPhone6Plus Review: #A New Dawn For @Apple [#Apple]'s #iPhone. (#Thursday, 4 #December) http://t.co/uD0odP62od","Review: New Dawn For []'s . (, )"
3,"RT @theiphonews: #IPhone6Plus Review: #A New Dawn For @Apple [#Apple]'s #iPhone. (#Thursday, 4 #December) http://t.co/uD0odP62od","RT Review: New Dawn For []'s . (, )"
1,Finally got my iPhone 6 in the mail and it comes out of the box with a busted screen.  Thanks @apple,Finally got my iPhone in the mail and it comes out of the box with a busted screen. Thanks @apple
3,"Did @apple delete #music from sites other than @itunes?  Good thing #throwbackPOP CD is on it, but still...#lawsuit  http://t.co/5d5HxlfrZj","Did delete from sites other than Good thing CD is on it, but still..."
1,iTunes is pissing me tf off @apple,iTunes is pissing me tf off @apple
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"Join @Apple on December 11 for the Hour of Code, a free one-hour introduction to the basics of computer programming. http://t.co/uAj8VSQg4v","Join on December for the Hour of Code, a free one-hour introduction to the basics of computer programming."
5,"RT @JPDesloges: Kantar Worldpanel: iPhone sales in October were 'huge' $AAPL #aapl
http://t.co/g2sWiE0bJS",RT Kantar Worldpanel: iPhone sales in October were 'huge' $AAPL
3,"Puzzle Game 'God of Light' Named App of the Week, Available for Free [iOS Blog] http://t.co/0NzI3m6jtF #AAPL","Puzzle Game 'God of Light' Named App of the Week, Available for Free [iOS Blog]"
3,Bring back the tap to tweet @apple @twitter,Bring back the tap to tweet @twitter
3,#Apple planning to spend $161 million on its own auditorium at ... - http://t.co/eJU1Q6Qklb #AAPL #WWDC http://t.co/QYhVucuSyP,planning to spend $ million on its own auditorium at ... -
1,"@morrisjordan42 I would say it had a good life but fuck man, little guy was only like 3 mths old, fck u @apple and ur piece of shit chargers","I would say it had a good life but fuck man, little guy was only like mths old, fck u and ur piece of shit chargers"
5,Dash now accepts #ApplePay. @apple Thanks @braintree for making this happen #mobilepayments #paywithdash http://t.co/OxWmavCScN,Dash now accepts . Thanks for making this happen
3,#Intel's Keys To 2015 Earnings Growth #INTC  #AAPL http://t.co/S42SOOtC3f,'s Keys To Earnings Growth
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,@apple pls make better chargers :),pls make better chargers :)
3,@elubow @Apple probably thanks shipping carrier,probably thanks shipping carrier
3,. @mattz62 We'll find out when I go to the @Apple store and see what they say.,. we will find out when I go to the store and see what they say.
3,@elubow @Apple a drink says you have a new one in under 15 min,a drink says you have a new one in under min
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,Yay @Apple customer support was super nice and helpful and now my iMessages is verified.,Yay customer support was super nice and helpful and now my iMessages is verified.
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"Waited until I finished #dissertating to install #yosemite on my aging MacBook. Yikes @apple, those icons sure are #ugly!",Waited until I finished to install on my aging MacBook. Yikes those icons sure are !
3,"How Competition Between Wireless Carriers Benefits Apple, Inc. http://t.co/bPHgaC0KVV #AAPL","How Competition Between Wireless Carriers Benefits Apple, Inc."
3,Apple Seeds Second OS X 10.10.2 Yosemite Beta to Developers [Mac Blog] http://t.co/pEB4j97qLt #AAPL,Apple Seeds Second OS X . . Yosemite Beta to Developers [Mac Blog]
3,Who's Buying All Those New #iPhones Anyway? #AAPL http://t.co/YC6ZiScTJL,who is Buying All Those New Anyway?
1,Thought this just happened to me. Why I HATE @apple to this day. http://t.co/19G2JYZOGI via @rollingstone,Thought this just happened to me. Why I HATE to this day. via @rollingstone
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,'They certainly do not have the design of @apple or platform of @Android. Not surprised tablets/phones failed.' @BradStone #leadinginlocal,'They certainly do not have the design of or platform of Not surprised tablets/phones failed.'
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
5,Cool piece .@apple:  http://t.co/KNHGEp26rv .@DawnC331,Cool piece . .@DawnC
3,"#mkt Final #AAPL #PutCallRatios for Thursday, December 4, 2014:  http://t.co/pSiLO8mepA","Final for Thursday, December , :"
3,"Final #AAPL #PutCallRatios for Thursday, December 4, 2014 http://t.co/9wikbHBarU via Hamzei  $$","Final for Thursday, December , via Hamzei $$"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,Whoever works on the @apple iTunesConnect backend needs a good slap across the back of the head. Bad #UX and vague error messages ahoy.,Whoever works on the iTunesConnect backend needs a good slap across the back of the head. Bad and vague error messages ahoy.
3,"Torn between a @googlenexus, @samsungmobile Note 4, or an @apple iPhone...

Lol jk Apple, I have a soul.
Just need to save money for Android","Torn between a Note , or an iPhone... Lol jk Apple, I have a soul. Just need to save money for Android"
3,Is Apple (AAPL) Stock All It Is Hyped To Be Or Just Another Dot Com Disaster ... http://t.co/NtpFZRyuUq #AAPL,Is Apple (AAPL) Stock All It Is Hyped To Be Or Just Another Dot Com Disaster ...
1,@apple please work on being able to still use your phone when someone calls you so I can successfully ignore my moms call while on Twitter,please work on being able to still use your phone when someone calls you so I can successfully ignore my moms call while on Twitter
3,"Steve Wozniak on @Apple, the Computer Revolution, and Working With Steve Jobs http://t.co/01201wlyzu via @BW","Steve Wozniak on the Computer Revolution, and Working With Steve Jobs via @BW"
3,Can someone please invent a case for the iPhone that adds storage? #desperate @OtterBox @apple,Can someone please invent a case for the iPhone that adds storage? @apple
5,At the Genius Bar@apple store.  Very helpful #AAPL staff and whoever helped me was genius. Comp wking again. http://t.co/GBPQdl8eCN,At the Genius Bar store. Very helpful staff and whoever helped me was genius. Comp wking again.
3,"#Atari, @Apple, #PowerPoint and @Starbucks are some of the @disruptive #innovation included in @BW list.",", and are some of the included in list."
1,My Iphone just autocorrected believe to beiber. @apple how hard do you guys need to give it up?,My Iphone just autocorrected believe to beiber. how hard do you guys need to give it up?
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"Final #AAPL #PutCallRatios for Thursday, December 4, 2014 http://t.co/FxKcb7GTqq","Final for Thursday, December ,"
3,"In other news, @uber raised at $40 bill pre, @apple has $164.5 bill in cash. Good times in the Valley! No, wait... http://t.co/uUP9bDOBe4","In other news, raised at $ bill pre, has $ . bill in cash. Good times in the Valley! No, wait..."
5,@AngelaYake @googledrive @HuluPlus @Apple @google @YouTube Love it! Some great dance moves too :),Love it! Some great dance moves too :)
3,RT @MissionIR: Is Apple The Most Important Stock On Earth?  http://t.co/s5ple0Orww #aapl http://t.co/ZvW4vwZzww,RT Is Apple The Most Important Stock On Earth?
1,WHAT THE ACTUAL FUCK @apple,WHAT THE ACTUAL FUCK @apple
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
3,"Apple Campus 2 Event Space Costing Apple $161 Million, Fitness Center Priced at $74 Million [iOS Blog] http://t.co/zFCTltByvC #AAPL","Apple Campus Event Space Costing Apple $ Million, Fitness Center Priced at $ Million [iOS Blog]"
