airline_sentiment,clean_tweet,vader
positive,a So glad to hear. Thanks for sharing the video.a Me and JetBlue are d,0.8399
neutral,no m'good. Just get me home,-0.296
positive,thanks for the response. We are hopeful.,0.7351
negative,Update please on why flight continues to be further delayed,0.1027
neutral,"ok, tx. Will tell the guy sitting next to me at the gate",0
negative,thank you for not even coming with a solution. Great service I might say...as a TrueBlue member I am totally dissatisfied...thanks,0.836
negative,how about free wifi on flt out of PBI to make up for . hr delay? Treat us right.,0.5719
negative,why is flight delayed out to NY? Same problem?,-0.6072
neutral,Is that a guarantee? we will see about that tomorrow morning when I have to fight for a seat.,-0.15310000000000001
negative,thanks for the update. 'Preciate it. Hope it gets here. Been delayed days getting back,0.5994
negative,yes. They are working on it. Hoping bag is on the next flight and will deliver home...,0.6705
negative,WELL...my paid tickets have NO assigned seats at all. So essentially I will not be on this flight unless I pay more.,-0.516
negative,If seats are not guaranteed why do we pay for them? when I called the rep said some other people booked our seats.,-0.1027
positive,thank you for the refund of the change fee for a recent flight affected by our bizarre winter. Excellent customer service and focus,0.5106
negative,"yes, please get me the seats we paid for.",0.61240000000000006
negative,Flight departs : AM Finally!!! Arrived JFK with no psgrs at : PM. that is a long flight. AKA BUS,-0.4724
positive,thanks for help. can not wait to travel with! And get out of the snow.,0.7088
neutral,Help - I left my Nikon camera under the seat in front of me. What do I do?,0.4019
negative,"I hope your customer service reps are as reliable/friendly as they usually are, so far you are not living up to your + rep/exper.",0.4404
neutral,the man with the smell left nd now there is this stupid girl asking me questions. can yall help.,-0.3182
negative,"FYI, The last email response - ""we undrstnd this wasnt best you"" -but hope wlcm u back onbrd N the future... nice touch. lol",0.8964
neutral,I think I have it selected already ai,0
negative,"last flight was Cancelled Flightled, then it was hours to change a light bulb, now sitting here waiting for maintenance. Unreal.",-0.25
positive,thanks for answering my questions!,0.4926
neutral,that was not delayed or cabcelled,0.1695
negative,I have to say that JetBlue has officially lost a customer. What a waste of all the points I have too! I am yet to be in a flight..,-0.6588
negative,I will keep on tweeting until your CEO answers and personally apologizes to my wife and the passengers of flight . Just Wrong!!,-0.2924
negative,I think it is safe to say that after years of loyal flying we are officially DONE.,0.7184
neutral,"I have someone driving me, it is best to get a wheelchair once I get inside?",0.6369
negative,"Token $ . Goodwill Voucher for passengers stuck on flight from Phoenix today. hour mark. How about a $ , per passenger",-0.25
negative,anything serious I should worry about?,-0.4939
positive,cool! Are there stairs at JFK? I can walk short distances but not stairs.,0.2363
neutral,Think about it...boarding to a chill untz untz untz....like this,0
negative,Why are you making it so freaking hard for me to say good things about you??,-0.4127
negative,"Seriously, what is your solution? Who exactly will help my year old if there is a problem with the plane?",0.2406
negative,Your scheduling skills failed. The delay went from four hours to nearly six. do not tell me you were snowbound in PBI.,-0.6808
neutral,the man sitting next me at the terminal has a scent tht i cant quite put my finger on. pls dnt let him sit by me on the flight.,0.0772
negative,"sadly, no! I have the app, but it also is experiencing difficulties. The flight information boards are keeping me updated.",-0.6114
negative,This is absurd. Should a stranger help my kids if there is a problem?,0
neutral,I have a disabled seat in row do I get to board earlier?,0
negative,"thanks for not guarantee that you can not deli ever my bags to my hotel, when bag missed connection.",-0.0103
negative,you are lucky we are still flying you after today's landing gear failure. Get your act together and help us sit with our kids!,0.3595
negative,so the prefference option is not something that you honor? So why having it as one of the services if not applied?,0.5514
negative,"if you want to be helpful, find us a seat. do not quote terms and conditions.",0.4767
negative,do you REALLY think it is okay to sit kids away from parents?! Srsly?! Esp after your landing gear failure??,-0.6052
negative,"they absolutely guaranteed us we would sit with our kids. Your ""terms"" response is insulting.",-0.4939
neutral,flight JFK to TPA : am on Saturday! One way ticket!,0
negative,what is your excuse this time for delay from LGA to TPA? I know the plane is in the air.,-0.25
negative,"if you can not guarantee parents will sit with their children, do not sell tickets with that promise!",0.2148
negative,once you go blue you do not go back,0
negative,why are there so many delays to north east cities?,0
negative,kids fly. do not hire people who do not care about them. This guy.,-0.3875
negative,I should not be made to feel like a criminal because I want to sit near my year old on a flight.,-0.15310000000000001
negative,"Usually I have such a great experience with you guys? Very, very unhappy with you right now.",0.1849
negative,why would you hire a guy who does not care about the safety of children? Not remotely acceptable.,-0.1999
negative,"what is up? Three delays so far, resulting in over three hours of unnecessary, extra waiting.",0
positive,"For the record, that was less than a -minute turnaround time for the answer from the question. JetBlue rocks!",0
negative,never had an airline refuse to help sit parents with tiny kids. But this guy is willing to do it.,0.0644
negative,"from San Diego with a hour delay to JFK!Even you have a Amex JetBlue, even having over . travel miles, you are still nothing",-0.3802
negative,it seems almost inconceivable that sitting a year old alone is considered okay. But this guy thinks so.,-0.0129
negative,Third straight time that my flight has been delayed flying with you guys. This will be my last trip with you.,0
negative,"you have let me down. : delay at JFK because of inbound flight from Syracuse, really?",-0.3182
negative,a year old can not sit alone on a flight. This is absurd. And this guy is a dick.,-0.3736
negative,being told by this guy that he will not help us sit next to our and year old on the flight.,-0.3089
neutral,of my tray table is broken what do i do?,-0.4767
neutral,"Domestic. To be clear -- I do not have to sit in (your lovely) terminal, just need to be there hour prior to boarding? Thanks!",0.8622
negative,thanks for NOT! Sending me an update that our flight was delayed hours. Unbelievable!,0.5242
neutral,the fact that is not trending is how you know I am loyal ;),0.61240000000000006
negative,hours delayed now in hour increments? Really? &amp; as Mosaic I still have to pay $ to use lounge during this waste of a Sunday?,-0.7261
negative,"no, I haven't done that yet. Is that something I can do online? Thx!",0.4199
neutral,woof I am on the red cArpet,0
negative,"No wifi on this flight so we can not tweet you our Oscar party pics at , ft. :-( SEAaiBOS",-0.25
negative,Thank you for the reply. would have appreciated communication before checking in about the delay. JetBlue used to be my go-to,0.5423
negative,You also promised to change my wife's name on the account and it is also not done. WTF?,0.7281
negative,You guys really suck! I just spent minutes on the phone linking my credits to my account. They are still NOT there! /,-0.3131
positive,"btw, Robin Hayes is speaking at next month's aviation summit. He ought to give a shout out to his Twitter team. You rock",0
neutral,follow for DM please,0.3182
positive,oh. And thank you for responding,0.3612
negative,where is it coming from? I thought Tampa?,0
negative,Good perspective. If only this safety concern had been expressed at some point before I arrived at the airport.,0.7311
negative,exactly why is my flight delayed? BDL to DCA? can not seem to get an answer,-0.3094
positive,thanks. We are ticketed on stand by for flight . I hope we make it out. Fingers crossed,0.7003
negative,"flight from BOS - RSW tomorrow, all i need is my wife + yr old to sit together, but no option when checking in.",-0.4215
neutral,"is your partnership with Hawaiian live? Earn Hawaiian miles flying Jetblue ? IF so, how do I add to my JB Flight Booking Problems ?",-0.5007
negative,You left PEOPLE on a hot plane with no ventilation for over an hour and a half and then had to bus them to JFK because of ....,-0.296
negative,at what point in delays can I take a different flight to my destination?,0
positive,thank you guys! You are the best! dai,0.8065
negative,"You just do not get it. it is not about the money, it is about PEOPLE!!!! How about a public apology from the president of Jet Blue.",0.3331
negative,"why, when you book a flight now, does jetblue separate a yr old from the mother? is not that a bit stupid? check-in headaches!",-0.6189
negative,does not fit in,-0.2755
positive,love it as always!,0.6696
negative,"You never got my wife to her destination and you expect a $ . ""goodwill credit"" will make everything hunky-dory. You blew it.",0.3818
negative,"every time I look at the flight status, more minutes is added to the delay. How about some points for trouble??",-0.6553
neutral,"As soon as I can, sending my son home with you Saturday. @JetBlue",0
negative,"hey awesome peeps, what is up with flight from Boston? Delayed hrs?",0.5514
neutral,is there wifi on he plain,0
positive,"what a great experience on flight from SFO to JFK; seats, service, food, everything is top quality. I will be back. Very soon!",0.7345
negative,"Flights and . I have picked up twice this week for , and both times it was delayed!! d",-0.3578
negative,"what is up with delays to and from Boston today? My sister is trying to go home, and bro-in-law trying to come to RDU. Craziness!",-0.4389
neutral,wondering if it is possible for my colleague and I to get on an earlier flight LAX&gt;JFK tomorrow. Can you help?,0.4019
negative,to Boston still sitting,0
negative,now we dont have enough money for parking in your garage this is your fault and im not paying for what should be mins into hrs,-0.4019
neutral,hope so! looks nice and warm in San Juan d,0.784
positive,thanks for replying-I feel a little better we will see how it goes aiai,0.6712
neutral,I usually do-but I did not make the Flight Booking Problems this time-that will teach me! Yea I have that going for me at least haha,0.1511
negative,I waited hrs for my bags and my flight was only hrs,0
negative,should I bother contacting them? I already checked into my flight d,-0.34
neutral,early last month via Expedia-there is an extra middle name and initial attached to my last name,0
negative,"backlog is an hour at most, this is over two! Unacceptable!!",-0.5962
negative,your agent told us TSA did not have a crew to get bags!,0
positive,my email is my twitter handle followed by gmail add,0
negative,no baggage crew update! Your staff is incompetent with no answers after hours....,-0.7777
neutral,the whole plane. Flight from LGA to PBI,0
negative,is blaming for flight luggage debacle!,-0.5411
negative,Yoga it is. TV service seems to be down though :-( I look forward to that do much!,-0.4199
neutral,"w/ edits: Dear , your MBAs need better benefits. They should work for us. How can we meet them?",0.7964
neutral,of course I am!!ai,0
negative,You failed. that is the answer. Please do not justify otherwise.,-0.25
negative,"come on! Already delayed + hrs on flight as we waited for the pilot to come from Boston, now you reassign him?! Endless trip.",-0.3578
negative,"When I got your alert, I immediately started looking to rebook. But we only had minutes from reFlight Booking Problems to catch a flight to SRQ.",-0.4497
positive,I only fly Jet Blue,0
neutral,Perhaps you need to start recruiting ;),0.2263
positive,Start including PTO in your getaway packages and I am all in,0
positive,thanks. I will use the extra time to do some more shopping! Did somebody say duty free?,0.7574
positive,flight Flight Booking Problems experience is pretty great!,0.7088
negative,still waiting to board and see if they will give us the exit row.,0
positive,thanks for making my trip home next flight I will take more selfies!,0.4926
negative,"I should not have to find them, they should tell us. I have flown Jet Blue since your first month. The experience is not what it was.",0
negative,if my flight was delayed can I show up at the airport with the appropriate amount of time for the delay or do I have to go on time?,-0.4939
negative,I am over that honestly just would like to get going on the journey.,0.6705
negative,"If that was the case, why did your alert arrive so Late Flight? Four-hour delay? do not buy it.",-0.1179
negative,our flight out no Tv. Now our flight back not seated together. B . Maybe our fault still no fun.,-0.7651
negative,I do not believe so. that is not what the team has told us.,0
negative,also not have food available even for purchase is quite shocking since this is a hour international flight.,-0.4576
negative,out of JFK. no one has info &amp; no answers as to why we boarded the plane. the team is in an awkward spot &amp; everyone is cranky,-0.61240000000000006
neutral,I have a reservation for tomorrow morning but trying to get back night bc other flight was going to jfk. Can I get on list at CTG,0
negative,Flight is still waiting for bags. Most of us checked in hours ago. People are missing connections. Please help!,0.4753
neutral,any way to get ppl on standby list for flight FLL to BOS. Trying to find way home.,0
negative,Something to think about when you are dealing with PEOPLE!!!!! Just wrong. No excuses. Figure it out &amp; expect the unexpected,-0.7556
negative,I understand but wish you would have announced the delay hours earlier vs sitting for hrs at MCO,0.15310000000000001
negative,what gives? Delayed over hours at MCO to JFK. Every time!,-0.2942
positive,"a Well captured, Brittany! We love the clouds! :) Enjoy the ride!a Thank you!",0.9448
negative,My wife was with our dog. They would not even let her out off the plane. My daughter was at Newburgh lives close by. So wrong,-0.6113
negative,"According to your ground staff, it has not even been taken off the plane yet!",0
negative,. thanks for making an effort. Credit where credit is due: flight delayed hours instead of hours.,0.7351
negative,At what time? All these passengers were sitting on a hot plane with no air and no communication for over hours. Just wrong,-0.7579
negative,"flight delayed at JFK hours, then hours, then . hours? Now it is back to hours with no explanation or apology?",-0.5586
positive,thanks! Have a good Sunday.,0.7263
negative,"Flight had a / hour weather delay, but what is the minute delay in getting bags to tired passengers?",-0.8151
negative,hrs on Tarmac yest b Cancelled Flight + hr delay. Why not send txt/email re: JFK closed &amp; saved all trip sit again?,-0.128
negative,"flying out of BUF BOS, missing captain... Really? Delayed til : ... Not happy...",-0.75
negative,it would be nice if the app would actually inform you that a flight is delayed.,0.2263
neutral,His name is Enzo d RT : Well hello there pooch! what is your name?,0.3382
negative,"I know, but I wanted to pass it along. Not good for the ""T experience"" esp for someone who flies - times a month.",-0.4782
neutral,Flight departed Phoenix at : am,0
negative,So what about the plane stuck in Newburgh will not start. It that weather reLate Flightd as well. These passengers on plane for hrs.,0.0258
negative,thanks. Home to MSY. TSA precheck agents directing people after photo until scan beyond rude. One grabbed and pushed children.,-0.0258
neutral,Promo Watch Phone $ at Amazon check,0.1779
negative,your hold music sucks.,-0.3612
neutral,Customer of the year?,0
negative,"JFK T north check in. bag drop ladies, has been checking in someone for the entire time; another doing check ins too.",-0.2732
negative,no excuse though for gate changes though.,-0.0572
negative,"if someone had bothered to inform us that the airport closed, that would have helped.",-0.3182
negative,get me home! Flight from buf to Bos is missing a captain!? Really!?,-0.5324
negative,nope. This : am flight is now not leaving until almost pm. ! I can not believe I paid money for this.,0
positive,thank you. We are finally at the gate.,0.3612
positive,flight to Orlando is unable to serve hot bevies.... So they have made movies and alcohol complimentary. That works,0.4404
negative,the only update we get is that they have no idea when we will get an update. Way to go.,-0.296
negative,will you cover the cost of my car service waiting time?!,0
neutral,do not I always?,0
positive,Landing! As usual great flight wiyh a great crew. Hello sunny West Palm Beach !,0.9115
negative,"this is ridiculous we are on . hours coming up of waiting to deplane, there are are newborns on board",-0.3612
negative,"waiting at HPN on plane more than an hour since landing b/c of no gate, please get us off this plane!",-0.5352
negative,too Late Flight. Several passengers are inebriated. you are in league with big alcohol. Shame on you.,-0.4767
negative,thanks for making my vacation not worth it again... Currently waiting on the runway for another hour to DEPLANE,0.3036
negative,letting me down in San Fran. No Media rate? what is the deal? Looks like this is the last time I fly anywhere with you.,0.168
positive,they were amazing and thank you!,0.7644
negative,"and have empty ""help"" desks",0.2263
negative,"there was a closure? People here need to inform passengers, not send them gate to gate w no info on boards re: updated departures",-0.296
negative,according to jfk plenty of planes are landing. No problem there,0.3089
neutral,when will the system be up and running?,0
negative,Thanks for the THIRD gate change,0.4404
positive,a Beautiful shot.. Thanks for sharing. Using to post? ;)a Your welcome! Not on this flight. It was a quickie;),0.9168
negative,Flight JFK to Cartagena all at this airport bar singing the opposite of your praises! we are making a pact to never fly u again,0.5707
positive,"she helped me with my problem so easily and was so nice, you guys rock!",0.6513
negative,what happened to our plane meant to leave ? Why do we have to wait for from buffalo? Seems organizational error not weather.,-0.504
negative,"where is the ""award winning service""?",0.7845
negative,really not acceptable. Just informed plane will not start. Chartering bus to take passengers to jfk.,-0.305
negative,how much longer to JFK open's I am a diabetic and I need sugar plane do not have nothing,0
negative,flight now sent back to the gate even though the app says its leaving. Anyone have a clue? it is and sunny at JFK,0.4215
negative,u guys have b kidding. No help anywhere. hour delays? Still no answers. Bad cust service.,-0.0536
negative,they are now being sent off the plane? Does anyone at JetBlue have a clue?,0
negative,"unfortunately I was so startled and rushed, I did not get the name, but will provide a description in my expanded email. Thank you",0.2333
positive,your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!,0.6884
negative,just a very rude rep while trying to book family vacation using trvl credit. on phone w/ new rep now who is being very helpful,0.34
positive,BOS. Everything current now. Thanks for the follow up,0.4404
negative,it is sunny and gorgeous in ny actually. what is the real reason?,0.7783
positive,thanks for the info. Already doing it now before we board! Looking forward to the future upgrades!,0.5399
positive,things happen it is ok just wish I was on the beach and not in the airport,0.5994
negative,"it is been hours, why have you not sent the plane from the hangar for flight at JFK? This is absolutely ridiculous.",-0.4201
neutral,any idea when the flight will actually take off?,0
positive,I love ! when will we be able to charge our devices on domestic flights?! Thanks!,0.8392
negative,still sitting in plane in Newburg. This is getting . No way to treat customers.,0.128
positive,Touchdown JFK! Well done pilots of JetBlue Flight !,0.3987
negative,what is the delay if the system is not down?,-0.3182
neutral,Not blaming Jet Blue. This was not weather. can not have planes in the air and runways a mess. that is a disaster waiting to happen.,-0.6088
negative,do not think any rly knows what is goin on. supposed leave at : a then a then : a then a then a then : a. Now,-0.0516
negative,That is not very gracious of to tell me where I can go BUY water or a snack when our flight is delayed over hours.,-0.6175
neutral,and ask she load the bag for my flight,0
negative,"after applying my new tag, she left my bag on the ground rather than loading on the conveyer belt..I had to walk back yards",0
negative,get flight into the air,0
negative,that is not weather reLate Flightd. You are just being nice and blaming the weather. Airport just was not prepared. Investigation time.,-0.2654
positive,"if I had my tux, it'd be a date!",0
positive,Thanks for the personalized customer service!,0.4926
negative,"then this agent demanded I remove my old luggage tag, every other airport the JB agent politely handles it",-0.2263
negative,I am also a mosaic customer and fly jet blue ALOT....,0
negative,it is not so much the delays as the fact that the flight is still coming up as on time on your app. Just give us an honest estimate,0.5106
negative,she waved someone behind me to step forward although I explained what happened and indicated my need to make my flight,0
negative,. Flight is departing before we even board,0
positive,I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job,0.7964
negative,"here's part: was at bag drop inserted my JetBlue cc, did not print pass. Agent standing in front of me refused to print my pass",-0.5106
positive,it is only because I am wearing !,0
negative,that is not what I heard. Weather was fine this morning. Flight was circling for some time.Someone forgot to clean the runway.,0.5423
negative,"When it is mins past scheduled time w/ no departure in sight a flight no longer qualifies as ""on time""",-0.5267
neutral,whatever your lil heart desires!,0.6696
negative,how can your entire system go down? No IT? Really?,-0.4098
negative,Appreciate the heads up at : that my am flight was delayed bc the crew is stuck in Boston,-0.0516
negative,seriously? System down? No IT?,-0.533
positive,"yup we know, not your fault, just not ideal sittin for over an hour but as always your staff is great!",0.7706
negative,"just had a horrible experience with check in agent at fort myers, I will document and send details, off to Boston",-0.5423
negative,"flt to Carta what is goin on?! st told plane coming from hangar, then gate change, now no one knows wat plane we are getting on",-0.3595
neutral,have a cpap machine for sleep apnea. Is this OK to carry on if I also have a small bag for clothes?,0.5293
positive,got it. thanks the quick reply.,0.4404
negative,is not this something YOU should do?! Why should I tell your crew how to do their job?,0
negative,your app needs updating. Says my flight is on time when we are well past boarding time with hr delay,-0.0516
neutral,do bags still fly free or have you started charging? thanks!,0.7574
positive,had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee,0.7568
positive,"well, the last update was in the right direction, at least! I will keep my fingers crossed.",0.3382
neutral,Charleston - from your app guys as of a few minutes ago!!!,0
positive,"thx, social media person!",0.4199
negative,Are there airport-wide delays at BOS or did we just get unlucky with ?,0
neutral,Just left now... in a little over hours,0
neutral,"I hear you and safety is ! I think we can get to JFK though now so let us help the pilots, passengers &amp; crew get there safely!",0.8607
negative,"is JFK still closed? Tryna get out of Ft Lauderdale on flight , just want to get home to nyc!",0.1511
negative,woulda been nice of you to let us know that or post it!!! Your boards still show the flight on time!!!,0.6083
negative,"hmmm it says im following you. We just got de-iced, but still haning around for the runway to clear..",0.5267
positive,always &amp; how can you not love,-0.5216
negative,"flt from PHX. Delayed hrs, circle hr, divert to upstate NY, just sitting for hr No communication",-0.4767
positive,they miraculously fixed the plane to shoe ever it was,0
neutral,that is cause we are TrueBlue! it is ur that keeps liftin' me,0
negative,"all your online resources say we are on time, but clearly we are not. This is not very information age of you...",0.54990000000000006
negative,..... No crew at our gate.,-0.296
positive,d-d-d-d- yall are really better then American Airlines though.,0.4927
negative,why do not YOU tell them to update the boards?!,0
positive,What can I say other than when it comes to my w/ ur my,0
negative,"Issue is JFK. Pilot explained once JFK reopens we can get scheduled back there, but why can not we divert to LGA? Closer than ACY!",0
negative,you want me to talk to the wall?,0.0772
positive,Great service from PBI to HPN! Thanks.,0.807
negative,Its poor Flight management. There is no reason why a scheduled : pm flight to takr off At : pm .,-0.6486
neutral,hi is there a way we can check to track the flight that will arrive &amp; that will be our flight to depart.,0
negative,note the time this was taken (now at am) and flight still listed as on time for when I am not onboard,0
negative,why is my flight listed on time when its AM and I am not on the plane yet?,0
neutral,ok should I start looking into other flights?,0.296
negative,ok we got as far as Atlantic City due to JFK being closed. Can you get us to HPN or LGA?? Please?,0.6174
neutral,on flight from Nassau to JFK. Not showing Cancelled Flightled yet but assuming it will be? Any info?,0.1852
negative,we need an ETA please,0.3182
neutral,you can % confirm that?,0
negative,fly delayed do to ice at JFK ... Can I switch to a Late Flightr flight for free,0.34
negative,I am at : will be nasty in Boston. Have family driving min to pick me up from Erie think flight - what if Cancelled Flighted?,-0.6808
negative,best way to kill nine hours at the airport when all flights are full and the airline will not put you standby?,-0.128
negative,"yes, they said the runway is not ready and they are waiting for port authority to remove the snow and they are no where in sight.",-0.0798
negative,"I travel for business twice a week and after the fiasco, I will be flying blue more often. Thanks.",-0.0314
neutral,we are on flight and were returning to the gate can you provide any information?,0
negative,will not see my money again after their poor service should have stuck with virgin america what was i thinking trying jetblue???,-0.6848
negative,suck and their customer services are the worst whats the point of having a loyalty scheme that they do not honor,-0.7293
neutral,I see my flight from Boston to Pitts is ok from this afternoon. Did you have any delays for the morning flight?,0.296
positive,"FLL to MDE, great flight, great customer service, THANKS! mths waiting to speak to a human at customer service",0.9205
negative,how about an update on flight leaving tf green delayed,-0.2263
negative,well they said Cancelled Flight on the PA system. Guess they are trying to get a plane from Boston. And not a % confirmed,0.0258
negative,that is where we all get on the same page. Cancelled Flighted it mins ago. help flights from to MCO?,0.1779
neutral,I am so sorry I cheated on you with Please take me back. I wore protection.,-0.4597
negative,my flight Cancelled Flighted due to lavatory problems. can not confirm if they are gonna get a flight from Boston Logan Int,-0.5719
positive,okay thank you! I will check with them again!,0.6103
negative,some woman stole my seat on the plane but I was the one that had to sit elsewhere. Is that standard protocol?,0
positive,"a Good morning, Sylvie! Have a great flight! &gt; Thank you !",0.8854
positive,They just came out. Thanks for the follow-up. that is why you are the best!,0.8122
positive,Thanks! See you soon!,0.5399
negative,"Yep, still waiting for bags at . what is the holdup? Looks like we are the only flight that got in at this time..??",0.6416
positive,thanks for getting us to NYC -JFK really safely. :-) But srsly? How long does it take to get our checked bags?,0.6537
neutral,should I expect delays at dca for am departure? Going to Orlando on flight,0
negative,full the six of us had to leave flight. And now have to wait a whole day to get a flight and my kids will miss school.,-0.2023
negative,no. Not boarding order. Someone boarded with. Service Animal which a member of my party was allergic to and because the flight was,0.128
negative,it is ridiculous that I just got home and I was supposed to land hours ago bc I am HELLA tired,-0.7526
negative,just lost very loyal customers who use them - times a year.,0.2716
positive,thanks for the response - when is the next flight after the : flight?,0.4404
negative,Highlight of my travel is hour delay and de-icing twice. Now sitting in bumper to bumper traffic in taxi to finally get home. d,0.0258
positive,great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline.,0.9371
negative,a voucher.. I can not believe I took this risk. Not only was the plane terribly filthy and I had screaming babies in my face..,-0.8213
neutral,download jeokoo the American app for air travelers,0
positive,thank you! I know the weather in is not great. Everyone's tired,0.2273
negative,I have spoken /emailed JB team and explained situation. Didnt seem to matter to anyone other than me. I guess I just expected more.,-0.0191
neutral,Alright I hope. My JetBlue app is showing a change in my seats and online shows an a . do not want any surprises,0.461
neutral,I know you guys are super busy but is flight an a or e ?,0.3506
negative,Shocked by misbehavior and cheap comments from jet airways staff to passenger at Delhi Airport Friday boarding to Dubai. Disgusting,-0.6908
negative,you have to service your remote controllers on my flight I watched equalizer (movie) THREE times because my remote was stuck,-0.25
negative,oh wow and I am complaining about two hour on the run way shucks JetBlue NOT GOOD your service was better than this,0.45
negative,I am curious to know how do you compensate for passengers missing engagements due to a two hour wait on the tar-mat to get to a gate,0.1779
positive,thank you thank you! I finally set up the jetblue app! Yay!,0.851
negative,everytime I come back to Boston it is a minimum min wait for bags. Earlier it was almost an hour. Why is it only Boston jetblue?,0
positive,Thanks for taking me back home today despite Pandora's best efforts to Cancelled Flight the flight.,-0.3544
negative,that is not what your employee at Logan told me. I finally got one to meet my daughter on her first solo flight after rude rep :(,-0.7096
negative,I am But Your customer service is Brutal.,-0.7684
neutral,Airways to continue 'various commercial relationships' with ... -,0
positive,Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work d,0.9324
positive,is amazing. Had a short delay. They gave me $ credit! It was literally pretty much my fault I missed the flight.,0.5707
negative,flight attendant was hesitant to give me more baby sized cookies,-0.25
negative,Y U NO LET ME OUT AND MAKE FUN SIZE COOKIES,0.2732
positive,thank you d standing in line now!,0.4199
negative,thanks! Yes! order me a rum and coke and get me a hotel voucher because the floor and chairs are not so cushy here...!,0.7562
neutral,is that supposed to change in the near future?,0
neutral,Can You please help to save my daughters life for details Go here Lindsey,0.802
negative,"You can pass that along to my wife, daughter, daughter's friend, my elderly mother-in-law. They spent several hours waiting.",0.4939
neutral,I will when I land.,0
negative,I missed a goal On because of your Inept male stewardess. I should have landed already but I havent taken off yet.,-0.15310000000000001
negative,you are doing a horrible job at JFK...you need to rethink how you put these routes together. Unprofessional,-0.7783
neutral,do bags still fly for free anymore?,0.5106
negative,can you let me know status of flight PBI-JFK delayed . hours now on board problem with hatch..,-0.5574
negative,"thanks for response! Crew has been VERY patient with us, but they are also frustrated. would not be so bad but airport is closed!",-0.9095
negative,Why did you interupt the Staduim Series on I dont need to see your stupid commercials or Emergency. Info.,-0.7184
neutral,when will you release flights for February ?,0
negative,we are well aware. Insufficient info. No options.,-0.0258
negative,just sat on a plane for hours in Dulles,0
negative,can we get a honest update on departure of flite . Been on plane with infant children,0.5106
negative,u suck!we have been sitting here for hrs because of ur negligence,0
negative,still waiting for bags from flight . It landed an hour ago.,0
negative,Complete waste of an entire day. Pathetic.,-0.7579
negative,flight you had us stuck on the plane for nearly hrs. Set to take off only for flight control to deny us. THE WORST SERVICE,-0.8494
neutral,I would love to Fort Lauderdale now that would cool.,0.7579
positive,thanks for bringing my son home to me.,0.4404
positive,you got yourselves hot ladies flying the air for life,0
positive,nothing but praise for you helping our lady make her flight to CHS tonight!,-0.3352
negative,she did. she is still waiting on a callback....the lack of follow through is what is concerning. smh,-0.5574
negative,she has...she has not heard from anyone in over a week. a nonstop flight and her baggage was lost/stolen. customer service d,0
negative,we got our luggage after waiting mins and went home right after. Not very family and ADA friendly waiting that long w no chairs.,0.25
neutral,I flew on a flight about months ago. Me and my girlfriend got away with having sex in a restroom. Is it allowed now?,0
positive,thanks so much. can not wait to fly with you guys :),0.7096
negative,"Flight out of JFK, &amp; / hr delay. I could get over it if it was just weather reLate Flightd, but considering it is not - Come on",-0.1655
positive,thanks for a speedy flight time recovery.,0.4404
positive,thank you for taking care of me with a drink since my in-flight entertainment was not working,0.8176
neutral,Re: Flight SXM&gt;JFK what time does bus leave hotel on Feb ? Mass confusion here.,-0.34
neutral,Are we able to change to an Even More Space seat after we have checked in online? Have a flight tmrw and can not seem to change my seat,0
positive,would you say a delay is more likely? Thanks so much.,0.2212
positive,"I did not! She is a woman who is a lead, she was working at gate c .",0
neutral,what are the chances of one of your flights leaving at am out of Newark nj being Cancelled Flightled tomorrow?,-0.0516
positive,"If you ""follow"" me, I will be able to DM you. Thanks.",0.4404
neutral,Tomorrow wouldnat have been soon enough! Thank you for the info!,0.4738
negative,"figured it out flight morrow. Hard to believe with oil so low, and the killing u make that even part of a hotel can not be comp'd",-0.8196
positive,I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!,0.5255
positive,"Another awesome telephone experience with Thank you, Cory!",0.784
negative,"we saw one, he was as useless as the tsa agents who inspected my shoes",-0.4215
neutral,"Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon",0.4404
negative,disappointed with the missed connection from ROC to SLC and no reimbursement even tho friend who is a pilot said it was due to ATC,-0.5106
neutral,yes Party is Over d,0.6597
positive,he just went above and beyond to be helpful,0.4215
negative,did not find them unfortunately :( but he was very helpful and took down my info incase they do get found,0.573
neutral,that selfie was extreme.,0
positive,your employee Charles cave at the gate at MSY went above and beyond to help try to help me find my glasses. Thought u should know,0.6597
positive,is the best! can not wait to use my travel bank $ for a FUN trip.,0.8599
positive,just touched down in for the annual national distributor conference!,0
positive,on the plane now! Hopefully no longer at the mercy of the playlist! Thanks!,0.7767
neutral,new CEO seeks the right balance to please passengers and Wall ... - Daily Journal,0.3182
neutral,will I be charged a fee to do so?,-0.2023
neutral,thanks. Can you change the music in the boarding gates?,0.4404
negative,what crew? No one here is helping.,0
neutral,The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia,-0.6486
negative,"If this is customer service, then please call me.",0.3182
